city,pm25,pm10,no2,so2,co,o3,aqi,Date,aqi_outlier,AQI_Category,temperature_2m_max,temperature_2m_min,windspeed_10m_max,precipitation_sum,DayOfWeek,Month,Quarter,IsWeekend,DayOfYear,Season_Code,AQI_lag1,AQI_lag2,AQI_lag7,AQI_roll3_mean,AQI_roll7_mean,AQI_roll7_std,PM_ratio,is_calm_day,is_rainy_day,is_spike
Kolkata,64.60467899349383,118.86330364522006,51.46726183051234,17.980016294526823,0.9225512652786242,51.37934837892309,78,2020-01-18,False,Satisfactory,26.5,13.6,10.7,0.0,5,1,1,1,18,0,101.0,84.0,103.0,87.66666666666667,85.0,21.10292238845923,0.5389863038041681,0,0,0
Kolkata,132.75936827930528,160.68949077603702,11.172330892901186,18.28097607991492,0.6652277844332183,70.05461109801902,122,2020-01-19,False,Moderate,23.4,15.6,13.0,0.6,6,1,1,1,19,0,78.0,101.0,66.0,100.33333333333333,93.0,23.209193580705637,0.8210760491737581,0,0,0
Kolkata,156.7800372579608,243.8583372277088,5.0,16.00495528369842,0.647325042433614,40.213972494199226,156,2020-01-20,False,Moderate,22.0,12.4,13.2,0.0,0,1,1,0,20,0,122.0,78.0,115.0,118.66666666666667,98.85714285714286,32.85538297564331,0.6402887442307567,0,0,0
Kolkata,94.87953773043364,132.34637537847598,51.239036672309744,18.606648069592392,0.7393976906564251,55.38431410231781,97,2020-01-21,False,Satisfactory,23.2,10.4,10.7,0.0,1,1,1,0,21,0,156.0,122.0,97.0,125.0,98.85714285714286,32.85538297564331,0.7115269347302301,0,0,0
Kolkata,61.67978191782398,121.03983666152315,61.25826999407113,14.049848066623646,0.7642800750539973,69.65728606787549,80,2020-01-22,False,Satisfactory,24.0,9.6,8.7,0.0,2,1,1,0,22,0,97.0,156.0,54.0,111.0,102.57142857142857,28.05861212329854,0.5054069523945082,0,0,0
Kolkata,63.72343312082522,106.07957001240776,30.037545101090767,4.156553400145736,0.5419849134101623,50.82517990800911,71,2020-01-23,False,Satisfactory,23.2,13.9,13.4,0.1,3,1,1,0,23,0,80.0,97.0,84.0,82.66666666666667,100.71428571428571,29.864774599932332,0.595103558161854,0,0,0
Kolkata,89.16805872510609,119.81472445775938,32.34604516045601,2.5372062803361395,1.4561352505837393,72.00104348694703,90,2020-01-24,False,Satisfactory,22.4,10.4,13.5,0.0,4,1,1,0,24,0,71.0,80.0,101.0,80.33333333333333,99.14285714285714,30.135408693808326,0.738056218936145,0,0,0
Kolkata,51.36876100078718,104.11937063738613,26.80528959378796,17.12204776034172,0.992920017004863,30.286375753446645,62,2020-01-25,False,Satisfactory,22.5,9.4,10.1,0.0,5,1,1,1,25,0,90.0,71.0,78.0,74.33333333333333,96.85714285714286,32.518858997144896,0.4886707434539917,0,0,0
Kolkata,41.035049550419885,89.64290323404867,60.76463005014844,10.104503215316612,1.1922626388081867,54.66324491578496,58,2020-01-26,False,Satisfactory,22.7,9.6,10.6,0.0,6,1,1,1,26,0,62.0,90.0,122.0,70.0,87.71428571428571,33.2601577753037,0.4527111123577259,0,0,0
Kolkata,46.69602798497925,88.33383147073887,49.48568813838244,16.204934721181516,1.0795189979447075,53.21167353325927,60,2020-01-27,False,Satisfactory,23.9,10.4,11.0,0.0,0,1,1,0,27,0,58.0,62.0,156.0,60.0,74.0,15.416441439796204,0.5227138164366593,0,0,0
Kolkata,97.8312247790507,192.9627525970575,76.1058336930752,12.236865593885623,0.2695869223756173,51.93980313953463,119,2020-01-28,False,Moderate,24.6,11.9,10.5,0.0,1,1,1,0,28,0,60.0,58.0,97.0,79.0,77.14285714285714,21.805416539846007,0.5043815035059203,0,0,0
Kolkata,84.63742152961935,109.38845148907872,41.86904678114675,6.775882107881369,0.9130308984947916,58.92454299794304,85,2020-01-29,False,Satisfactory,25.4,16.9,9.5,9.7,2,1,1,0,29,0,119.0,60.0,80.0,88.0,77.85714285714286,21.99567056967173,0.7667235148958761,0,1,0
Kolkata,101.07706293695269,170.86130909655532,47.0402716855189,15.94316684075588,1.1875793139209174,43.37107273394803,110,2020-01-30,False,Moderate,23.3,15.8,12.0,1.3,3,1,1,0,30,0,85.0,119.0,71.0,104.66666666666667,83.42857142857143,24.73767129202708,0.5881315781213179,0,0,0
Kolkata,74.24404059301439,117.13762850200013,28.820722512606164,10.508483810160005,1.0504844544208378,60.907273474223295,81,2020-01-31,False,Satisfactory,23.1,13.0,10.8,0.0,4,1,1,0,31,0,110.0,85.0,90.0,92.0,82.14285714285714,24.572535966186386,0.6284537918564821,0,0,0
Kolkata,12.229918078227342,96.53911892738992,52.70605123600978,13.138113962412689,0.3856421019934808,32.22003782067905,43,2020-02-01,False,Good,23.0,10.6,10.5,0.0,5,2,1,1,32,0,81.0,110.0,62.0,78.0,79.42857142857143,27.98128626336503,0.12538475037212032,0,0,0
Kolkata,140.12068416711787,210.2105247722293,56.92970485539521,11.336881915777743,1.191982616628484,29.45588681845885,141,2020-02-02,False,Moderate,23.1,10.9,13.1,0.0,6,2,1,1,33,0,43.0,81.0,58.0,88.33333333333333,91.28571428571429,34.26715767667485,0.6634171489239226,0,0,0
Kolkata,30.66416762934088,100.83750940150212,26.23577914251519,11.80059859853042,0.2675146599798756,10.0,49,2020-02-03,False,Good,23.0,9.1,10.7,0.0,0,2,1,0,34,0,141.0,43.0,60.0,77.66666666666667,89.71428571428571,36.141916042707194,0.30110877425767624,0,0,0
Kolkata,39.13648863789611,81.5599899571607,26.12717231946533,15.102323471473005,1.1032690422275575,59.15131882427616,52,2020-02-04,False,Satisfactory,23.7,9.8,8.8,0.0,1,2,1,0,35,0,49.0,141.0,119.0,80.66666666666667,80.14285714285714,35.96493000794232,0.4740369839943479,0,0,0
Kolkata,33.738215674725026,94.2331185776557,21.576527149919468,21.31642406320561,0.8146415228202752,37.16195821045566,51,2020-02-05,False,Satisfactory,24.9,14.9,8.4,0.0,2,2,1,0,36,0,52.0,49.0,85.0,50.666666666666664,75.28571428571429,37.46426869126672,0.3542697769286423,0,0,0
Kolkata,82.11553759556728,135.479732631738,50.61282996058824,2.5598229457146484,0.5911514789325889,57.22375046605621,92,2020-02-06,False,Satisfactory,24.5,11.7,10.4,0.0,3,2,1,0,37,0,51.0,52.0,110.0,65.0,72.71428571428571,35.23593944499604,0.6016683650541643,0,0,0
Kolkata,111.15178255291306,226.5616297013808,60.6752864452193,8.556658863842145,1.3322760116932115,58.69893295861273,135,2020-02-07,False,Moderate,21.5,12.3,8.6,0.4,4,2,1,0,38,0,92.0,51.0,81.0,92.66666666666667,80.42857142857143,42.512183127730744,0.4884469437961606,0,0,0
Kolkata,134.6597434285124,193.99487268718508,61.55616697851084,17.414309877840395,0.965688247988254,43.42499947627769,136,2020-02-08,False,Moderate,20.9,13.6,8.2,0.2,5,2,1,1,39,0,135.0,92.0,43.0,121.0,93.71428571428571,43.388609433484156,0.6905809448873891,0,0,0
Kolkata,62.33821023448432,93.33902277950467,38.88419427105579,17.536122581191805,0.9743100811120676,38.37362226253989,66,2020-02-09,False,Satisfactory,24.9,14.1,11.4,0.0,6,2,1,1,40,0,136.0,135.0,141.0,112.33333333333333,83.0,38.781438859330635,0.6607892301384684,0,0,0
Kolkata,118.7248030392531,145.20400210615398,44.98645242103561,18.974189910821607,0.4471741120451596,52.55774377245765,112,2020-02-10,False,Moderate,24.0,10.3,10.0,0.0,0,2,1,0,41,0,66.0,136.0,49.0,104.66666666666667,92.0,36.83748091278774,0.8120489270399786,0,0,0
Kolkata,52.05485630414773,134.62231152305898,73.7445395755706,14.776473417076474,1.0634645284786666,70.49521508346153,80,2020-02-11,False,Satisfactory,25.2,10.5,9.8,0.0,1,2,1,0,42,0,112.0,66.0,52.0,86.0,96.0,33.10085598087561,0.3838222171526488,0,0,0
Kolkata,110.59694968356784,144.12942768625368,33.32757355521575,9.74014438309795,0.2801302302089122,64.66799834524198,108,2020-02-12,False,Moderate,25.6,10.6,11.0,0.0,2,2,1,0,43,0,80.0,112.0,51.0,100.0,104.14285714285714,26.548248978219384,0.762057368011266,0,0,0
Kolkata,29.93070299918421,96.50281611999029,29.09693630925652,10.88853741110794,0.9674310590879236,72.91321123408777,54,2020-02-13,False,Satisfactory,26.0,11.1,11.1,0.0,3,2,1,0,44,0,108.0,80.0,92.0,80.66666666666667,98.71428571428571,32.632878541507246,0.3069727028432745,0,0,0
Kolkata,114.77848156603116,162.42057628667234,39.48701035242794,6.1146745875242505,0.9910186343956794,48.7692424723542,114,2020-02-14,False,Moderate,28.5,12.1,13.6,0.0,4,2,1,0,45,0,54.0,108.0,135.0,92.0,95.71428571428571,29.561880215993764,0.7023502436112253,0,0,0
Kolkata,42.783748211118095,108.34840098250692,61.28883263490172,11.1082997288059,0.6312564240517092,41.32696506603825,64,2020-02-15,False,Satisfactory,27.7,14.4,12.6,0.0,5,2,1,1,46,0,114.0,54.0,136.0,77.33333333333333,85.42857142857143,25.44836041121407,0.39126084905404745,0,0,0
Kolkata,96.06589214570045,122.21823576251956,41.13286132295982,9.96992612800619,0.9516373823776972,58.72772701826722,94,2020-02-16,False,Satisfactory,27.5,12.7,11.0,0.0,6,2,1,1,47,0,64.0,114.0,66.0,90.66666666666667,89.42857142857143,24.04757190000094,0.7796402176285802,0,0,0
Kolkata,35.0920159590618,98.44647744563072,46.86654983665779,11.04704480725258,0.6708494264062166,43.62877212282982,56,2020-02-17,False,Satisfactory,27.7,13.2,10.7,0.0,0,2,1,0,48,0,94.0,64.0,112.0,71.33333333333333,81.42857142857143,24.595779738653956,0.35287339341151897,0,0,0
Kolkata,73.15369052818738,104.52738728045442,29.734784382873983,13.021690643547531,0.6285319397770305,63.17259679489486,77,2020-02-18,False,Satisfactory,27.9,13.4,10.8,0.0,1,2,1,0,49,0,56.0,94.0,80.0,75.66666666666667,81.0,24.650895859312417,0.6932199537336292,0,0,0
Kolkata,74.74843820688865,115.25066444574053,44.97269690446748,9.970352906573105,0.5660857753909925,44.93086134989228,80,2020-02-19,False,Satisfactory,29.1,13.2,11.4,0.0,2,2,1,0,50,0,77.0,56.0,108.0,71.0,77.0,21.6256021110781,0.6429936427742067,0,0,0
Kolkata,5.0,15.583794626375706,26.195246878582264,6.031615594493917,0.9950289943079218,68.8976585585718,16,2020-02-20,False,Good,29.5,15.2,12.2,0.0,3,2,1,0,51,0,80.0,77.0,54.0,57.666666666666664,71.57142857142857,31.06904752781637,0.30149915098729857,0,0,0
Kolkata,92.99179527214784,105.05772198948944,18.853442696835863,13.750818917668736,0.7484941967621651,22.1512368740479,82,2020-02-21,False,Satisfactory,29.7,15.9,9.1,0.0,4,2,1,0,52,0,16.0,80.0,114.0,59.333333333333336,67.0,25.67099530598682,0.8768036266266735,0,0,0
Kolkata,45.70698699291711,74.21087125977718,61.855312124281,15.526385281635742,0.7137535940233889,53.43111964489526,56,2020-02-22,False,Satisfactory,29.4,16.9,11.2,0.0,5,2,1,1,53,0,82.0,16.0,64.0,51.333333333333336,65.85714285714286,26.002747107620273,0.6077178235982121,0,0,0
Kolkata,85.83177060937035,137.41543658050648,67.39961445556801,19.04390114749344,1.2574704559330088,54.961820134965805,96,2020-02-23,False,Satisfactory,28.5,17.6,9.2,0.0,6,2,1,1,54,0,56.0,82.0,94.0,78.0,66.14285714285714,26.37188257360835,0.6201025892039728,0,0,0
Kolkata,66.48747994171762,91.67420920202584,25.0703749578174,17.07050822560504,0.4177213171777511,47.30744623255719,67,2020-02-24,False,Satisfactory,27.1,17.9,13.5,0.3,0,2,1,0,55,0,96.0,56.0,56.0,73.0,67.71428571428571,25.991756935063588,0.7174323958543606,0,0,0
Kolkata,24.592033750103106,72.64545964757755,24.079438680308044,15.319943847265348,0.7268174324873503,37.86558933428287,40,2020-02-25,False,Good,25.9,16.2,18.4,2.7,1,2,1,0,56,0,67.0,96.0,77.0,67.66666666666667,62.42857142857143,27.506709138300135,0.33392464203204986,0,1,0
Kolkata,41.74678565754659,94.42281778807074,40.76068183830576,9.238747019311075,0.7045494492016041,42.60732130506875,57,2020-02-26,False,Satisfactory,25.4,14.6,10.3,7.4,2,2,1,0,57,0,40.0,67.0,80.0,54.666666666666664,59.142857142857146,26.409774525281097,0.4374926943602115,0,1,0
Kolkata,5.0,54.220759966178335,16.6628809569833,7.563018363026845,0.8962551429501031,46.405985213704994,25,2020-02-27,False,Good,25.2,15.2,11.8,0.7,3,2,1,0,58,0,57.0,40.0,16.0,40.666666666666664,60.42857142857143,24.075278765136737,0.0905456571597784,0,0,0
Kolkata,141.1210269549896,175.17531230175075,33.832158454538856,12.811270805973775,0.7888528739966343,65.71480578808601,133,2020-02-28,False,Moderate,26.5,14.9,9.8,0.0,4,2,1,0,59,0,25.0,57.0,82.0,71.66666666666667,67.71428571428571,36.30295803243531,0.8010261205797061,0,0,0
Kolkata,105.60459569739577,183.3684596822301,15.76397422131286,15.931336339590269,0.5055939934373808,56.66903829762093,115,2020-02-29,False,Moderate,28.5,15.6,9.7,0.0,5,2,1,1,60,0,133.0,25.0,56.0,91.0,76.14285714285714,39.8096662107273,0.5727910070920563,0,0,0
Kolkata,70.24756036312415,106.4735020871185,57.60966169953633,3.6128659986949625,1.343868303110478,59.4674701885569,78,2020-03-01,False,Satisfactory,29.8,16.3,8.9,0.0,6,3,1,1,61,1,115.0,133.0,96.0,108.66666666666667,73.57142857142857,38.88383187074519,0.6536267917107713,0,0,0
Kolkata,86.76387082169649,133.79203141595937,34.440958976682666,14.342485259461943,0.381874443780502,10.0,87,2020-03-02,False,Satisfactory,29.5,17.3,14.7,2.0,0,3,1,0,62,1,78.0,115.0,67.0,93.33333333333333,76.42857142857143,39.05490640477472,0.6436869443264703,0,0,0
Kolkata,83.42811061893694,118.51017140170929,26.259551895689576,4.12194599278115,1.1612679945632784,77.30920137862546,87,2020-03-03,False,Satisfactory,30.1,17.1,8.4,0.3,1,3,1,0,63,1,87.0,78.0,40.0,84.0,83.14285714285714,35.63906364009662,0.6980837667658446,0,0,0
Kolkata,77.93093826061708,124.81783206823752,46.34716459685354,13.816951044329254,0.6439358619820744,68.19448157868108,87,2020-03-04,False,Satisfactory,29.5,18.5,10.5,0.2,2,3,1,0,64,1,87.0,87.0,57.0,87.0,87.42857142857143,33.72366697566733,0.6193950172210176,0,0,0
Kolkata,125.2942669588199,190.15244179143528,66.67178367028897,15.871430587973022,0.6031389422904407,51.18600894631368,131,2020-03-05,False,Moderate,29.7,17.8,7.9,0.0,3,3,1,0,65,1,87.0,87.0,25.0,101.66666666666667,102.57142857142857,23.165039339898623,0.6554677815495936,0,0,0
Kolkata,117.59736890840074,146.566483021671,35.90821596224136,4.084113814548701,1.4034614468348403,56.10850049861787,111,2020-03-06,False,Moderate,29.7,20.4,11.6,0.6,4,3,1,0,66,1,131.0,87.0,133.0,109.66666666666667,99.42857142857143,19.560650490693053,0.7969111040691461,0,0,0
Kolkata,103.8537598513648,123.68357259833576,56.6801181532044,13.555243931360472,0.2604814185891759,56.85151944635468,100,2020-03-07,False,Satisfactory,27.1,21.0,21.0,19.1,5,3,1,1,67,1,111.0,131.0,115.0,114.0,97.28571428571429,18.35496559257915,0.8329385955752684,0,1,0
Kolkata,40.88698552001761,92.01753590353788,51.2914810562563,12.974567560169524,0.2467606006925322,53.96769057941162,58,2020-03-08,False,Satisfactory,29.6,18.7,17.3,1.4,6,3,1,1,68,1,100.0,111.0,78.0,89.66666666666667,94.42857142857143,22.860862792533656,0.439562122591795,0,0,0
Kolkata,114.08942188202504,160.08233332873755,47.73635151059818,14.662919644421208,0.1936313174329103,68.75525044462745,116,2020-03-09,False,Moderate,28.4,15.9,13.0,0.0,0,3,1,0,69,1,58.0,100.0,87.0,91.33333333333333,98.57142857142857,23.894609872362086,0.7082677505620113,0,0,0
Kolkata,57.61444816905267,93.12475551243452,29.57597891367437,18.152311012717867,1.242107432583067,57.08582298585555,65,2020-03-10,False,Satisfactory,28.7,13.9,10.1,0.0,1,3,1,0,70,1,116.0,58.0,87.0,79.66666666666667,95.42857142857143,26.924939757637027,0.6121072809739347,0,0,0
Kolkata,60.75720811227457,168.93960088420914,39.73109165558983,8.737103337922512,1.1074011437424185,48.183386091959626,89,2020-03-11,False,Satisfactory,29.0,17.9,8.9,0.6,2,3,1,0,71,1,65.0,116.0,87.0,90.0,95.71428571428571,26.831041014182887,0.35752236557076766,0,0,0
Kolkata,163.62018078222405,196.69342085803788,37.2882324575445,19.66404000945576,0.9464405239980016,45.5552535458661,149,2020-03-12,False,Moderate,31.0,18.6,9.4,0.0,3,3,1,0,72,1,89.0,65.0,131.0,101.0,98.28571428571429,31.271468815915323,0.8276460596011358,0,0,0
Kolkata,43.0971853770418,70.37801426326713,20.57901285047364,16.858976440463454,1.0356866797679636,57.81608223987308,50,2020-03-13,False,Good,32.0,19.2,15.1,0.0,4,3,1,0,73,1,149.0,89.0,111.0,96.0,89.57142857142857,35.3688051954315,0.6037879565840018,0,0,0
Kolkata,35.79902419315303,79.97777488651509,44.89193027890554,18.30345540730918,0.9083045190353212,51.97864656883314,51,2020-03-14,False,Satisfactory,29.9,19.4,19.6,0.1,5,3,1,1,74,1,50.0,149.0,100.0,83.33333333333333,82.57142857142857,37.730876581641304,0.4420845626262633,0,0,0
Kolkata,42.86890620919396,110.9024430383451,35.82499240921449,4.9512794778837605,0.534635835320378,60.25318750727208,64,2020-03-15,False,Satisfactory,27.0,18.0,11.2,6.7,6,3,1,1,75,1,51.0,50.0,58.0,55.0,83.42857142857143,37.143223441417256,0.38309178106597963,0,1,0
Kolkata,108.64207554107595,105.02115338365812,38.62696345739886,5.537148345220658,0.9187324443721848,58.82720470096764,95,2020-03-16,False,Satisfactory,28.9,19.5,12.2,0.9,0,3,1,0,76,1,64.0,51.0,116.0,70.0,80.42857142857143,34.851385160694086,1.024720747452478,0,0,0
Kolkata,37.04008619015212,87.2377119973437,52.54147298800427,17.118236062650453,0.5463913386859336,66.18450043468158,56,2020-03-17,False,Satisfactory,29.6,18.4,10.9,0.0,1,3,1,0,77,1,95.0,64.0,65.0,71.66666666666667,79.14285714285714,35.67178423454861,0.41977614051537476,0,0,0
Kolkata,90.3169381751233,130.44741120080755,38.64165338246309,16.001077956220318,1.0349289941779152,63.612975020047735,94,2020-03-18,False,Satisfactory,29.8,17.8,12.7,0.0,2,3,1,0,78,1,56.0,95.0,89.0,81.66666666666667,79.85714285714286,35.95102488770231,0.6870956023405383,0,0,0
Kolkata,53.099101429045845,107.58368416222405,36.40259902426013,13.060119521158542,0.6479097578237194,73.8111684012359,69,2020-03-19,False,Satisfactory,31.0,16.7,9.2,0.0,3,3,1,0,79,1,94.0,56.0,149.0,73.0,68.42857142857143,19.051309166363865,0.4890154707747416,0,0,0
Kolkata,79.27611630043891,126.49545789107778,46.66299913863613,17.545140261753023,0.8135533950542667,45.31527520800852,86,2020-03-20,False,Satisfactory,31.1,19.4,14.4,0.0,4,3,1,0,80,1,69.0,94.0,50.0,83.0,73.57142857142857,18.081824602411682,0.6217956122653897,0,0,0
Kolkata,115.60671342845636,200.43863037281227,61.312416187999176,7.08004048571948,1.0318722236960611,48.94838915492678,128,2020-03-21,False,Moderate,32.0,17.3,22.1,0.3,5,3,1,1,81,1,86.0,69.0,51.0,94.33333333333333,84.57142857142857,24.384811822506407,0.5739053785984217,0,0,0
Kolkata,130.95026045598465,217.61758926899185,5.0,12.067679132760386,0.6630264127165679,39.33803823832363,135,2020-03-22,False,Moderate,30.0,18.1,15.5,1.3,6,3,1,1,82,1,128.0,86.0,64.0,116.33333333333333,94.71428571428571,28.773334215984836,0.5989923358584867,0,0,0
Kolkata,43.07746223367198,84.1398804205209,35.65844305663665,10.246460913379163,0.1933912542899414,51.92066444486938,55,2020-03-23,False,Satisfactory,30.7,18.0,11.3,0.0,0,3,1,0,83,1,135.0,128.0,95.0,106.0,89.0,32.44482495971688,0.5059610375408656,0,0,0
Kolkata,122.21344073260344,161.0567733123799,15.373360393700398,12.4765778084564,1.1182105633087511,52.354859363825895,116,2020-03-24,False,Moderate,32.3,18.1,10.7,0.0,1,3,1,0,84,1,55.0,135.0,56.0,102.0,97.57142857142857,30.115650100112116,0.7541396649742332,0,0,0
Kolkata,50.91637890744776,79.93176500541372,50.59002779680081,10.840173282912346,0.6442659975901635,40.89163063992487,58,2020-03-25,False,Satisfactory,33.2,19.6,14.8,0.0,2,3,1,0,85,1,116.0,55.0,94.0,76.33333333333333,92.42857142857143,33.6890543196508,0.629127251877453,0,0,0
Kolkata,88.79829986685664,141.13711583411165,40.81464051602199,7.175768902760775,0.4923947070373123,40.23963875558502,94,2020-03-26,False,Satisfactory,35.0,20.3,13.6,0.0,3,3,1,0,86,1,58.0,116.0,69.0,89.33333333333333,96.0,32.078029864690905,0.6247368911755126,0,0,0
Kolkata,91.60448804479886,152.59483042095735,61.999025012167465,7.816587179108953,1.0176662171233628,24.203526433067253,100,2020-03-27,False,Satisfactory,36.2,20.9,13.1,0.0,4,3,1,0,87,1,94.0,58.0,86.0,84.0,98.0,31.785741037977,0.5964034583308464,0,0,0
Kolkata,94.0068053555531,113.75862054062556,21.61849113251387,15.764917177919823,0.845863244234653,45.24496116847158,87,2020-03-28,False,Satisfactory,36.2,23.0,18.7,0.0,5,3,1,1,88,1,100.0,94.0,128.0,93.66666666666667,92.14285714285714,28.990967394624686,0.819169879462553,0,0,0
Kolkata,24.24007590335598,81.62223965119813,41.29835149655122,15.617073828387706,0.2790106983564326,59.30175759341119,46,2020-03-29,False,Good,35.2,22.9,17.3,0.0,6,3,1,1,89,1,87.0,100.0,135.0,77.66666666666667,79.42857142857143,26.469209425652426,0.2933843963282647,0,0,0
Kolkata,58.311145908802864,114.1334514322651,39.05926522060417,7.743704842390962,0.676429259415033,36.84412249149175,70,2020-03-30,False,Satisfactory,35.8,22.2,19.4,0.0,0,3,1,0,90,1,46.0,87.0,55.0,67.66666666666667,81.57142857142857,24.710707145264937,0.5064657159444947,0,0,0
Kolkata,58.99066168247809,90.80895476307938,46.0235923801489,7.70061219751106,0.967331014139328,98.986374360076,71,2020-03-31,False,Satisfactory,35.0,19.6,13.6,0.0,1,3,1,0,91,1,70.0,46.0,116.0,62.333333333333336,75.14285714285714,19.58254810989085,0.6425371232545712,0,0,0
Kolkata,69.72390124973215,88.08336074715756,71.56051716048118,13.745009395760723,0.7609527625483493,44.38273615731055,72,2020-04-01,False,Satisfactory,35.8,19.8,21.4,0.0,2,4,2,0,92,1,71.0,70.0,58.0,71.0,77.14285714285714,18.206487593058416,0.7826815318253121,0,0,0
Kolkata,37.95302450306188,81.181709794004,28.30150454988637,8.146603909479602,0.9757667030379716,64.56921791331852,52,2020-04-02,False,Satisfactory,37.2,21.6,15.9,0.0,3,4,2,0,93,1,72.0,71.0,94.0,65.0,71.14285714285714,18.640713250200204,0.46181838511506546,0,0,0
Kolkata,70.96999421391048,131.01027388590202,71.4339236709479,7.79669168791318,0.3098503504543725,62.49187418627453,88,2020-04-03,False,Satisfactory,36.0,22.1,16.0,0.0,4,4,2,0,94,1,52.0,72.0,100.0,70.66666666666667,69.42857142857143,15.893994073833246,0.5376096278328356,0,0,0
Kolkata,50.64896286718273,90.1012363476055,41.84563440179831,18.19566299432934,0.8393095016045011,18.20747532687049,58,2020-04-04,False,Satisfactory,35.8,20.5,12.6,0.0,5,4,2,1,95,1,88.0,52.0,87.0,66.0,65.28571428571429,14.244464254746832,0.5559635071682975,0,0,0
Kolkata,94.32934382434316,148.96037671177987,27.09649345044112,3.4886765746199178,0.6853310347105422,15.453827358687327,96,2020-04-05,False,Satisfactory,36.5,22.0,15.0,0.0,6,4,2,1,96,1,58.0,88.0,46.0,80.66666666666667,72.42857142857143,15.447299039607106,0.6290284533336551,0,0,0
Kolkata,8.530170823301788,31.510232985514907,21.210866368387567,16.395831015433316,0.7547563532866242,55.228177691764216,21,2020-04-06,False,Good,37.0,19.4,19.0,0.0,0,4,2,0,97,1,96.0,58.0,70.0,58.333333333333336,65.42857142857143,24.92560358919544,0.2623841799934946,0,0,0
Kolkata,88.32373149309744,107.5501589263164,31.54502499313017,10.85885416971757,0.7601046947604301,57.18526746286193,85,2020-04-07,False,Satisfactory,38.2,20.6,14.9,0.0,1,4,2,0,98,1,21.0,96.0,71.0,67.33333333333333,67.42857142857143,25.986260105788844,0.8136674544442758,0,0,0
